id,created_at,updated_at,user,name,phone,email,courier,shippingMethod,shippingCost,totalProduct,totalPrice,transactionId
1703,2023-11-03 07:16:10,2023-11-03 07:16:10,1703,muhamad dian bintang kusuma,001-825-755-1199x619,muhamad_dian_bintang_kusuma@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-f220aed6-f0a5-4d05-bbdc-c1f9bcbaee72
1704,2023-11-03 07:16:10,2023-11-03 07:16:10,1704,nazala hafiza,850.421.6635,nazala_hafiza@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,134500,trs-dba580e0-001b-428a-b4ec-25a24ec9ac1b
1705,2023-11-03 07:16:10,2023-11-03 07:16:10,1705,ro'is,457.533.0013x381,ro'is@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-ca4c79d3-3603-4736-8a94-fcde02a81b24
1706,2023-11-03 07:16:10,2023-11-03 07:16:10,1706,siti maslihatun,+1-909-872-9625x0944,siti_maslihatun@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,891700,trs-80fd15f3-c9dd-4bdf-a3bc-7f0c1ee0fd1a
1707,2023-11-03 07:16:10,2023-11-03 07:16:10,1707,ernawati agustin,(275)537-9241x65441,ernawati_agustin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,706000,trs-7edddd16-e145-4bad-854b-adc535ed3996
1708,2023-11-03 07:16:10,2023-11-03 07:16:10,1708,jamaludin,(364)894-3827,jamaludin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,105100,trs-fd1b6650-6fd5-44ae-8cee-dd8314304f58
1709,2023-11-03 07:16:10,2023-11-03 07:16:10,1709,siti aisyah,+1-669-254-3943,siti_aisyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237900,trs-4d1e2a29-dcc0-40ec-85f8-142b20e7f13f
1710,2023-11-03 07:16:10,2023-11-03 07:16:10,1710,nur anisa,307.943.9965,nur_anisa@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1869300,trs-b4c6ce5a-7001-4d0b-9e40-122b47c2c09a
1711,2023-11-03 07:16:10,2023-11-03 07:16:10,1711,darmawan,284-688-8056,darmawan@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,2808000,trs-cd0a7784-9db1-4d2f-ad4c-30d1849eea95
1712,2023-11-03 07:16:10,2023-11-03 07:16:10,1712,rizal bin harun,335-766-4426,rizal_bin_harun@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,266000,trs-8a3386a4-d57e-41ce-9aa3-722dac656dce
1713,2023-11-03 07:16:10,2023-11-03 07:16:10,1713,mujiana,(625)216-4866,mujiana@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3829000,trs-8baf08ee-4c61-4b7a-b4e8-c8dcb5380f9a
1714,2023-11-03 07:16:09,2023-11-03 07:16:09,1714,aminah,255-999-6024,aminah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1062802,trs-f742a161-300c-43b8-9a47-a6f718b34fdd
1715,2023-11-03 07:16:09,2023-11-03 07:16:09,1715,nurul ain,+1-303-802-8256x0262,nurul_ain@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1616000,trs-8fc47f64-daea-432a-a319-fe90bbf5fa62
1716,2023-11-03 07:16:09,2023-11-03 07:16:09,1716,aida badrina,001-725-837-0822x670,aida_badrina@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,118000,trs-273ac0d1-bb01-4f2c-9d43-4215a62abe6e
1717,2023-11-03 07:16:09,2023-11-03 07:16:09,1717,aspuri,+1-763-653-1705x5902,aspuri@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,138000,trs-242c1aee-e635-471d-8588-eda8e5f6a2ce
1718,2023-11-03 07:16:09,2023-11-03 07:16:09,1718,mamiati,671-407-7749x710,mamiati@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,152000,trs-eb8b7ac6-fb25-4818-90b4-a6af4aaca3c8
1719,2023-11-03 07:16:09,2023-11-03 07:16:09,1719,hanif pratama,+1-321-404-3540x765,hanif_pratama@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,25000,trs-701e84de-a8f7-4611-b550-e1e3b5bb5625
1720,2023-11-03 07:16:09,2023-11-03 07:16:09,1720,riswanto,447-819-8371x39018,riswanto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,248000,trs-1b55ef8e-08f4-4a55-b386-1bfd0cd38f0c
1721,2023-11-03 07:16:09,2023-11-03 07:16:09,1721,tri asih,562.395.3285x35366,tri_asih@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,146000,trs-6a1c1365-b913-47b3-94ec-c59b26c9e1f2
1722,2023-11-03 07:16:09,2023-11-03 07:16:09,1722,rafan arza aditiya,(797)267-9502x30642,rafan_arza_aditiya@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,165000,trs-3300034d-85e3-49b3-a940-fbe2534ec035
1723,2023-11-03 07:16:09,2023-11-03 07:16:09,1723,joyo miharjo,(754)244-0676,joyo_miharjo@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,268000,trs-88a18546-f094-40fa-9e6a-a57e2ae9b420
1724,2023-11-03 07:16:09,2023-11-03 07:16:09,1724,sanem,(595)808-4428x892,sanem@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-7b144206-8e3c-47ee-aebe-889c8d92784c
1725,2023-11-03 07:16:09,2023-11-03 07:16:09,1725,mujiono,001-937-622-4759x169,mujiono@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-1551df51-8b11-4b45-9314-07803e7f6086
1726,2023-11-03 07:16:09,2023-11-03 07:16:09,1726,suprapti,9295280822,suprapti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,32900,trs-b6b2de9c-4d5d-4322-9a2a-b28c52e0d8f6
1727,2023-11-03 07:16:08,2023-11-03 07:16:08,1727,toppiq setiawan,(949)531-3048x18233,toppiq_setiawan@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,106900,trs-3a413044-d717-4a03-930c-e15942f1d99c
1728,2023-11-03 07:16:08,2023-11-03 07:16:08,1728,tria fajar setiawan,990-823-5662x79464,tria_fajar_setiawan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,161900,trs-59ea4102-6772-4408-87dd-10e3157c72c2
1729,2023-11-03 07:16:07,2023-11-03 07:16:07,1729,gesang ambar prastyo,001-568-681-3916x28713,gesang_ambar_prastyo@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,152900,trs-0884848a-ff35-4f33-b3c2-7195c6f2a7cf
1730,2023-11-03 07:16:07,2023-11-03 07:16:07,1730,sutar,(486)937-5892x93696,sutar@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,62900,trs-61191db9-f0d8-4cda-94c2-a947c0fbc0f1
1731,2023-11-03 07:16:07,2023-11-03 07:16:07,1731,suratin,001-574-323-4849x50916,suratin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,48500,trs-63116cbe-d257-4119-a7ea-b946bb15363e
1732,2023-11-03 07:16:07,2023-11-03 07:16:07,1732,diah ayu safitri,(768)665-4703x355,diah_ayu_safitri@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,559500,trs-8c36edf5-6ec2-4ba6-a24b-cd3a5c64ffe7
1733,2023-11-03 07:16:07,2023-11-03 07:16:07,1733,felly dwi sulastri,635-939-5203,felly_dwi_sulastri@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,558500,trs-03902e7a-099f-4c3c-9ff3-72f8964fbc06
1734,2023-11-03 07:16:07,2023-11-03 07:16:07,1734,lolita devy permatasari,3503728925,lolita_devy_permatasari@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,134500,trs-9ddd934f-7e9a-4ea3-84b6-0fd6c70fe397
1735,2023-11-03 07:16:07,2023-11-03 07:16:07,1735,suparman,001-359-659-5899x7323,suparman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,196000,trs-c28e9c50-0825-4967-aa32-eb7257878fe4
1736,2023-11-03 07:16:07,2023-11-03 07:16:07,1736,indra iramawati,(679)216-6223x038,indra_iramawati@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,3037000,trs-dacfa5d0-8af2-435d-808a-97567db59a4b
1737,2023-11-03 07:16:07,2023-11-03 07:16:07,1737,nuning rahayu,001-560-779-3875x177,nuning_rahayu@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,295000,trs-fdf2ed4c-bdfb-4781-bb3e-47d57a2201ab
1738,2023-11-03 07:16:06,2023-11-03 07:16:06,1738,nabil fadhlun ramadhan,(813)643-4011,nabil_fadhlun_ramadhan@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,238000,trs-7177a018-d977-41f1-9367-01f8b17188ac
1739,2023-11-03 07:16:06,2023-11-03 07:16:06,1739,nafis lahimul ilmi,001-458-865-8499x23477,nafis_lahimul_ilmi@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,257000,trs-1d31a421-00ff-46f8-81fc-50ecdda52413
1740,2023-11-03 07:16:06,2023-11-03 07:16:06,1740,emrizal,001-781-364-6056x589,emrizal@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,307000,trs-81e26a76-f60c-484a-be9e-93a5e42ded64
1741,2023-11-03 07:16:06,2023-11-03 07:16:06,1741,puji hastuti,001-676-455-3928,puji_hastuti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,117000,trs-6b9890a5-0527-45a7-9379-ffaa47c13b89
1742,2023-11-03 07:16:06,2023-11-03 07:16:06,1742,m. farhan hidayat,568.569.4592x74009,m._farhan_hidayat@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,43010,trs-a8f7c463-af62-432a-a791-4de19331bcd8
1743,2023-11-03 07:16:06,2023-11-03 07:16:06,1743,azhifa nareswari,8255205938,azhifa_nareswari@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-cb87d38a-8d48-4240-99c9-b5a5be0da5bc
1744,2023-11-03 07:16:06,2023-11-03 07:16:06,1744,rosid,979.991.3176,rosid@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-1fbd40ca-669e-4f35-98db-fd7a10adf4f7
1745,2023-11-03 07:16:06,2023-11-03 07:16:06,1745,siti soleha,(300)541-5116x738,siti_soleha@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-d5e74a61-0163-4ce5-bacd-4f9a13e82188
1746,2023-11-03 07:16:06,2023-11-03 07:16:06,1746,muhamad ihza fahrezi,001-257-901-3325,muhamad_ihza_fahrezi@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,884700,trs-1cc02f13-a572-4d5b-9584-638c83ce1005
1747,2023-11-03 07:16:06,2023-11-03 07:16:06,1747,ahmad zaenudin,+1-392-431-4850x9730,ahmad_zaenudin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,714000,trs-76df095f-add8-4047-9f7a-d4c7577b9cc9
1748,2023-11-03 07:16:06,2023-11-03 07:16:06,1748,ismiyati,430.527.5194,ismiyati@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,104100,trs-9b10f85f-256c-439f-8ba7-0892cb16e114
1749,2023-11-03 07:16:06,2023-11-03 07:16:06,1749,ulfi alifatul jannah,(691)511-3824,ulfi_alifatul_jannah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,230900,trs-895a92f9-ed29-45f1-89f0-8a38c3ce0a45
1750,2023-11-03 07:16:05,2023-11-03 07:16:05,1750,abdul rohman,001-864-479-1746x24789,abdul_rohman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1877300,trs-af83eb27-9165-44fe-aef7-5a5713fce7f7
1751,2023-11-03 07:16:05,2023-11-03 07:16:05,1751,abdul rohim,(700)551-5746x900,abdul_rohim@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,2807000,trs-2226bc0a-0937-4143-a835-495b2b4e56c2
1752,2023-11-03 07:16:05,2023-11-03 07:16:05,1752,marsudin,568-647-1627,marsudin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,259000,trs-4527f95a-86da-44a2-aa21-930ffaa61df5
1753,2023-11-03 07:16:05,2023-11-03 07:16:05,1753,sugini,(747)439-6709x572,sugini@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,3837000,trs-49cd2545-14bb-447a-9d96-12d3dc000925
1754,2023-11-03 07:16:05,2023-11-03 07:16:05,1754,arif ihwal yusmaliansyah,(841)436-0442,arif_ihwal_yusmaliansyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1061802,trs-bcbfd4a9-a142-4fd6-88bc-63f0f1c54a2c
1755,2023-11-03 07:16:05,2023-11-03 07:16:05,1755,khofia marpoah,(304)221-9833,khofia_marpoah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1609000,trs-20fa9cbf-7898-4029-965b-cf1bebf24c86
1756,2023-11-03 07:16:05,2023-11-03 07:16:05,1756,ikhwanul al ma'ruf,478.999.5512x2361,ikhwanul_al_ma'ruf@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,126000,trs-e22dd4b2-3106-4cd8-b95a-c4b176cd830b
1757,2023-11-03 07:16:05,2023-11-03 07:16:05,1757,yahya marhamah,259-932-7895x15273,yahya_marhamah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,137000,trs-4eb50556-3599-477c-b57a-41acb4ab1eab
1758,2023-11-03 07:16:05,2023-11-03 07:16:05,1758,alfian syaifullah,522.802.5074x005,alfian_syaifullah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,145000,trs-0d33d242-78fd-41b2-8c3d-c4a3ded17d91
1759,2023-11-03 07:16:05,2023-11-03 07:16:05,1759,mistin,4592791895,mistin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,33000,trs-a01304f9-a52c-47c8-8087-fff88ba965f5
1760,2023-11-03 07:16:05,2023-11-03 07:16:05,1760,arasya syaifullah,922.332.7112,arasya_syaifullah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,247000,trs-0ba96686-5af1-4352-8615-aee08ac292f8
1761,2023-11-03 07:16:04,2023-11-03 07:16:04,1761,sulistiono,742.759.1162,sulistiono@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,139000,trs-4a649679-b2c1-4fc7-8e12-d2954a6d17a0
1762,2023-11-03 07:16:03,2023-11-03 07:16:03,1762,wiji ulfiah,541-489-5094,wiji_ulfiah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,173000,trs-45fcf9ae-80ca-486f-a924-ed1ffea5d3dc
1763,2023-11-03 07:16:03,2023-11-03 07:16:03,1763,devika eky sulistia,551-451-5465,devika_eky_sulistia@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,267000,trs-76adcf09-c02f-4993-a750-b54a97ffef05
1764,2023-11-03 07:16:03,2023-11-03 07:16:03,1764,ridwan,(658)408-7816,ridwan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-bfeaab72-910f-4e7b-aa0f-3c3b04f1c78c
1765,2023-11-03 07:16:03,2023-11-03 07:16:03,1765,sulasmi,768-208-3191x2208,sulasmi@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-92a8a709-dbe3-4a17-8255-5879a198ad0f
1766,2023-11-03 07:16:03,2023-11-03 07:16:03,1766,andika pratama,(578)689-0308,andika_pratama@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,31900,trs-275600f1-4bbf-4ef4-9435-de7269479890
1767,2023-11-03 07:16:03,2023-11-03 07:16:03,1767,poniman,+1-888-820-8645x304,poniman@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,99900,trs-64c97c78-91ae-4af9-81b9-ac699a4e2367
1768,2023-11-03 07:16:03,2023-11-03 07:16:03,1768,sufitria,001-509-768-7748,sufitria@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,169900,trs-92c96d8b-3ea9-4e07-b97e-7acc15b64aee
1769,2023-11-03 07:16:03,2023-11-03 07:16:03,1769,ayyub tri novrizal,(272)307-7599,ayyub_tri_novrizal@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,151900,trs-79dd02e8-a6ef-4100-b4dc-510dac574c60
1770,2023-11-03 07:16:03,2023-11-03 07:16:03,1770,muslim,660.367.4105,muslim@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,55900,trs-5981f157-5393-4c14-bc41-0967373579c8
1771,2023-11-03 07:16:03,2023-11-03 07:16:03,1771,legiani,704-898-6274x372,legiani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,56500,trs-73d735b5-353d-4814-8c97-ee979d3fcae9
1772,2023-11-03 07:16:02,2023-11-03 07:16:02,1772,rudy hermawan,821.999.3238,rudy_hermawan@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,558500,trs-d2b11b27-7c86-4c84-b0a9-18ffa334c478
1773,2023-11-03 07:16:02,2023-11-03 07:16:02,1773,feri siswanto,001-216-225-4007x8843,feri_siswanto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,551500,trs-ad649914-c54a-4bef-971a-b930c110848f
1774,2023-11-03 07:16:02,2023-11-03 07:16:02,1774,taufik hidayat,9005356416,taufik_hidayat@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-1f97dda1-2da8-42bf-843f-2b6203aa746c
1775,2023-11-03 07:16:02,2023-11-03 07:16:02,1775,sarmin,(661)567-8397x0726,sarmin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,195000,trs-54e2b6e9-4928-4335-aa06-4ece2dce9aff
1776,2023-11-03 07:16:02,2023-11-03 07:16:02,1776,lilis setianingsih,+1-575-789-4696x074,lilis_setianingsih@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3030000,trs-64132e83-bf1b-45aa-98af-d10bb90a6255
1777,2023-11-03 07:16:02,2023-11-03 07:16:02,1777,shallyn eria agustin,(622)416-4552x5753,shallyn_eria_agustin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,303000,trs-ef3f4527-8553-42cf-9046-4f10b21438d9
1778,2023-11-03 07:16:02,2023-11-03 07:16:02,1778,baniyah,001-386-977-7514x675,baniyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237000,trs-0ade746c-68b4-4306-89f3-3034ddade8e6
1779,2023-11-03 07:16:02,2023-11-03 07:16:02,1779,galang alvinco,962.284.0831x09030,galang_alvinco@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,250000,trs-6f0fb9e1-e92e-4a62-ace8-0f0a52c4ba8b
1780,2023-11-03 07:16:02,2023-11-03 07:16:02,1780,ponijan,+1-425-851-6110x7329,ponijan@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,315000,trs-e3b5a306-1919-4dfd-ab08-88bfe74625ab
1781,2023-11-03 07:16:02,2023-11-03 07:16:02,1781,qomariyah,(784)731-4372x7346,qomariyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,116000,trs-c6580635-6951-4373-9bf7-e91856e54b6b
1782,2023-11-03 07:16:02,2023-11-03 07:16:02,1782,andhika halim ardiansyah,713.514.4976x0039,andhika_halim_ardiansyah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,36010,trs-705085a7-32e4-496b-ac13-82626bc9ca42
1783,2023-11-03 07:16:02,2023-11-03 07:16:02,1783,hasnah elfina warda,001-651-664-9038x38604,hasnah_elfina_warda@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-e55259c2-eaeb-48d3-8a85-6ae628f2b92f
1784,2023-11-03 07:16:02,2023-11-03 07:16:02,1784,suherman,7659441284,suherman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,141500,trs-369ae77c-a191-4c21-a564-75c4d9688f76
1785,2023-11-03 07:16:02,2023-11-03 07:16:02,1785,fatmawati,779.496.5227x4663,fatmawati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-d7c8127d-bb64-46e0-8bd6-c9cd11397bdb
1786,2023-11-03 07:16:02,2023-11-03 07:16:02,1786,muhammad ega bagas pratama,(675)519-9340,muhammad_ega_bagas_pratama@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,892700,trs-d852accc-8390-49f8-a429-f7b0bb983e7f
1787,2023-11-03 07:16:02,2023-11-03 07:16:02,1787,mahera azzahwa,(745)854-0522,mahera_azzahwa@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,713000,trs-84aec8b2-c125-4336-a1ef-28a6fbd10924
1788,2023-11-03 07:16:02,2023-11-03 07:16:02,1788,jarwo pratitis,+1-789-465-0191x767,jarwo_pratitis@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,97100,trs-4d4ed66b-73df-4308-9bf4-ccd844ccec52
1789,2023-11-03 07:16:02,2023-11-03 07:16:02,1789,paiman,(478)245-3838,paiman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,238900,trs-0f1d47f2-09b6-43f5-bac5-d8a48ac64b78
1790,2023-11-03 07:16:02,2023-11-03 07:16:02,1790,herman,497-219-8037,herman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1876300,trs-8d11080b-3753-4c8a-b178-d803da52399f
1791,2023-11-03 07:16:01,2023-11-03 07:16:01,1791,lailatun nadiroh,210.642.8858x961,lailatun_nadiroh@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,2800000,trs-cfed550a-92c4-4e83-ab9a-992e99ae6864
1792,2023-11-03 07:16:01,2023-11-03 07:16:01,1792,alifia aqillia rahman,+1-982-673-7580x43341,alifia_aqillia_rahman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,267000,trs-244c7a75-71eb-4751-99d3-463ea410134a
1793,2023-11-03 07:16:01,2023-11-03 07:16:01,1793,siyono,001-228-340-4320x69442,siyono@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,3836000,trs-2968b5f2-9b3f-4944-92d5-e4ee889e7f8f
1794,2023-11-03 07:16:01,2023-11-03 07:16:01,1794,winarsih,001-973-588-6402x1392,winarsih@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1054802,trs-035d56eb-b8d7-45ef-ae91-995251c0b23f
1795,2023-11-03 07:16:01,2023-11-03 07:16:01,1795,muhammad rizki nurshena,712.260.0035,muhammad_rizki_nurshena@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1617000,trs-449b3570-b48c-4edc-90f3-9bf01f473bea
1796,2023-11-03 07:16:01,2023-11-03 07:16:01,1796,muhammad raka dwi agustiar,+1-271-260-5224x223,muhammad_raka_dwi_agustiar@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,125000,trs-c6ed36f9-c267-4c8e-983b-090083c129e3
1797,2023-11-03 07:16:01,2023-11-03 07:16:01,1797,kuniran,001-387-298-4196x339,kuniran@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,130000,trs-3b3dc7af-c8b1-4f39-b032-b72a6c64ed78
1798,2023-11-03 07:16:00,2023-11-03 07:16:00,1798,khuzaimah,001-981-631-8188x06693,khuzaimah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,153000,trs-96a86df7-6e3f-446a-ac6c-4f3ef21d4169
1799,2023-11-03 07:16:00,2023-11-03 07:16:00,1799,fuad kurniawan,3857894764,fuad_kurniawan@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,32000,trs-b6bb5c66-7c0a-49f9-9fb3-1b838ebd0d84
1800,2023-11-03 07:16:00,2023-11-03 07:16:00,1800,umar said,264.247.1697,umar_said@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,240000,trs-dcf2f130-4864-47f4-a31a-1797142a5afc
1801,2023-11-03 07:16:00,2023-11-03 07:16:00,1801,maryani,(782)598-4951x9027,maryani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,147000,trs-6e97db42-9d0b-4e49-83df-8fdb6788f443
1802,2023-11-03 07:16:00,2023-11-03 07:16:00,1802,muhammad fatkur syaifullah,+1-856-206-2860x03504,muhammad_fatkur_syaifullah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,172000,trs-8503f5d1-37b2-4874-afbe-0e51ee9ef225
1803,2023-11-03 07:16:00,2023-11-03 07:16:00,1803,muhammad hafitz syaifullah,001-495-561-1267,muhammad_hafitz_syaifullah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,260000,trs-2d45139c-274b-46cb-98b4-95fb801e20da
1804,2023-11-03 07:16:00,2023-11-03 07:16:00,1804,bejo utomo,492-826-8379,bejo_utomo@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-d60eaa85-2f03-4db7-ae1c-651b0b189db8
1805,2023-11-03 07:15:59,2023-11-03 07:15:59,1805,sutarmi,(710)268-1651x67476,sutarmi@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-88958c59-1490-440b-90a8-9b07e8c1317b
1806,2023-11-03 07:15:59,2023-11-03 07:15:59,1806,dea erfianita,001-502-739-6927x40665,dea_erfianita@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,24900,trs-d18b6b62-a17e-4465-8779-0010eaa45b5c
1807,2023-11-03 07:15:59,2023-11-03 07:15:59,1807,maelyza dwi pratiwi,001-581-461-1403,maelyza_dwi_pratiwi@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,107900,trs-8d8d99ef-3317-496f-b474-d1c8485895e4
1808,2023-11-03 07:15:59,2023-11-03 07:15:59,1808,imam suhada,(297)754-6299x9072,imam_suhada@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,168900,trs-1f6ca962-7cf6-48c9-84fd-74f075b75a6e
1809,2023-11-03 07:15:59,2023-11-03 07:15:59,1809,wasirah,393-649-9041x18182,wasirah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,144900,trs-dc073e4a-3958-4ec8-8a93-d5d59df4f427
1810,2023-11-03 07:15:59,2023-11-03 07:15:59,1810,kamilah mubarokah,216.999.5608,kamilah_mubarokah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,63900,trs-635a60ce-b2eb-4d5f-9b4e-f2edff8e208c
1811,2023-11-03 07:15:59,2023-11-03 07:15:59,1811,rayhan abdul syukur,554.328.8779x83076,rayhan_abdul_syukur@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,55500,trs-49f40bc1-e374-4355-8793-b1dd9ca33b27
